mer,Meru,mer,mer,ሜሩ,الميرو,মেৰু,mer,meru,meru,mer,меру,mer,mer,меру,mer,মেরু,mer,meru,mer,meru,meru,𑄟𑄬𑄢𑄪,меру,mer,mer,ᎺᎷ,مێروو,meru,Mêrw,meru,mer,Meru,mer,mer,meru,mer,mer,mer,mer,mer,Μέρου,Meru,mer,meru,meru,meruera,mer,مرویی,mer,meru,Meru,meru,meru,mer,Meru,Meru,Meru,meru,mer,મેરુ,mer,mer,Meru,mer,מרו,मेरु,meru,meru,meru,մերու,meri,Meru,Merụ,mer,merú,meru,メル語,mer,mer,Meru,მერუ,mer,mer,mer,mer,mer,mer,меру тілі,mer,mer,mer,មេរូ,ಮೆರು,메루어,मेरू,mer,mer,mer,mer,mer,mer,меруча,mer,Meru-Sprooch,mer,mer,mer,ເມຣູ,مئرو,merų,mer,mer,mer,meru,mer,mer,Kĩmĩrũ,mer,mer,mer,mer,mer,меру,മേരു,меру,mer,मेरू,Meru,Meru,mer,မီရု,مِرویی,mer,meru,mer,मेरू,Meru,mer,meru,mer,meru,mer,mer,mer,ମେରୁ,mer,ਮੇਰੂ,Mẹ́rú Lángwej,meru,ميرو,meru,Meru Simi,meru,mer,meru,mer,меру,mer,mer,mer,mer,mer,mer,mer,meru,ميرو,mer,mer,mer,mer,mer,මෙරු,meru,meru,merukielâ,mer,Meeru,meruisht,меру,mer,meru,Kimeru,மெரு,మెరు,mer,mer,เมรู,መሩ,meru dili,lea fakamelu,Meru,mer,mer,mer,مېرۇچە,меру,میرو,meru,mer,Tiếng Meru,mer,mer,mer,mer,mer,mer,mer,Mérù,梅魯文,mer,梅鲁语,isi-Meru
mfe,Morisjen,mfe,mfe,ሞሪሲየኛ,المورسيانية,মৰিছিয়ান,mfe,morisyen,morisien,mfe,марысьен,mfe,mfe,морисиен,mfe,মরিসিয়ান,mfe,moriseg,mfe,mauricijski kreolski,mauricià,𑄟𑄢𑄨𑄥𑄨𑄠𑄚𑄴,маврикин креолийн,mfe,mfe,ᎼᎵᏏᎡᏂ,مۆریسی,mauricijská kreolština,Morisyen,morisyen,mfe,Morisyen,mfe,mfe,mauriciska kreolšćina,mfe,mfe,mfe,mfe,mfe,Μορισιέν,Morisyen,mfe,criollo mauriciano,Mauritiuse kreoolkeel,Mauritaniako kreolera,mfe,موریسین,mfe,morisyen,Morisyen,morisyen,créole mauricien,mfe,Morisyen,Morisyen,Morisyen,crioulo mauriciano,mfe,મોરીસ્યેન,mfe,mfe,Morisyen,mfe,קריאולית מאוריציאנית,मोरीस्येन,mauricijski kreolski,mauriciska kreolšćina,mauritiusi kreol,մորիսյեն,creolo mauritian,Morisien,Mọrịsye,mfe,máritíska,creolo mauriziano,モーリシャス・クレオール語,mfe,mfe,Morisyen,მორისიენი,mfe,mfe,mfe,mfe,mfe,mfe,морисиен тілі,mfe,mfe,mfe,ម៉ូរីស៊ីន,ಮೊರಿಸನ್,모리스얀어,मोरिसेन,mfe,mfe,mfe,mfe,mfe,mfe,морисианча,mfe,Morisyen,mfe,mfe,mfe,ມໍຣິສເຢນ,موٙریسی,morisijų,mfe,mfe,mfe,Maurīcijas kreolu,mfe,mfe,mfe,kreol morisien,mfe,mfe,mfe,mfe,морисјен,മൊറിസിൻ,морисен,mfe,मोरिस्येन,Morisyen,Morisyen,mfe,မောရစ်ရှ,موریسین,mfe,mauritisk-kreolsk,mfe,मोरिसेन,Morisyen,mfe,morisyen,mfe,mauritisk-kreolsk,mfe,mfe,mfe,ମୋରିସୟେନ୍,mfe,ਮੋਰੀਸਿਅਨ,Morísiẹ́n Lángwej,kreolski Mauritiusa,ماریسیسن,morisyen,Mauriciano Simi,morisyen,mfe,morisyen,mfe,маврикийский креольский,mfe,mfe,mfe,mfe,mfe,mfe,mfe,crèolu mauritzianu,موریسیین,mfe,mfe,mfe,mfe,mfe,මොරිස්යෙම්,maurícijská kreolčina,morisjenščina,morisyen,mfe,Moorisayn,morisjenisht,морисјен,mfe,mauritansk kreol,Kimoriseni,மொரிசியன்,మొరిస్యేన్,mfe,mfe,มอริสเยน,ክርዮል ማውሪሽይና,morisýen dili,lea fakamolisieni,Morisyen,mfe,mfe,mfe,مورىسيېنچە,маврикійська креольська,موریسیین,morisyen,mfe,Tiếng Morisyen,mfe,mfe,mfe,mfe,mfe,mfe,mfe,Morisiyen,克里奧文（模里西斯）,mfe,毛里求斯克里奥尔语,isi-Morisyen
mg,Malgassies,mg,mg,ማላጋስኛ,الملغاشي,মালাগাছী,mg,malgaxe,malaqas,mg,малагасійская,mg,mg,малгашки,mg,মালাগাসি,mg,malgacheg,मालागासी,malgaški,malgaix,𑄟𑄣𑄉𑄥𑄨,малагасийн,mg,mg,ᎹᎳᎦᏏ,مالاگاسی,malgaština,Malagaseg,malagassisk,mg,Malagasy,mg,mg,malgašćina,mg,mg,མ་ལ་ག་སི་ཁ,mg,malagasegbe,Μαλγασικά,Malagasy,malagasa,malgache,malagassi,malgaxe,mg,مالاگاسی,mg,malagassi,Malagasy,malagassiskt,malgache,malagasy,Malagasysk,Malagáisis,Malagasais,malgaxe,Madagassisch,મલાગસી,mg,mg,Malagasi,mg,מלגשית,मालागासी,malgaški,malagassišćina,malgas,մալգաշերեն,malgache,Malagasi,Malagasị,mg,malagasíska,malgascio,マダガスカル語,mg,mg,Malagasi,მალაგასიური,mg,mg,mg,malgaxi,mg,mg,малагаси тілі,mg,mg,mg,ម៉ាឡាហ្គាស៊ី,ಮಲಗಾಸಿ,말라가시어,मलागसी,مَلاگَسی,mg,mg,Madajaßkesch,malagasî,mg,малагасча,mg,Malagassi-Sprooch,mg,Malagasy Iyápi,mg,ມາລາກາສຊີ,مالاگاشی,malagasų,mg,mg,mg,malagasu,mg,mg,mg,mg,Malagasy,mg,mg,mg,малгашки,മലഗാസി,малагаси,mg,मलागसी,Malagasy,Malagasy,mg,မာလဂက်စီ,مالاگاسی,mg,gassisk,mg,मलागासी,Malagassisch,mg,madagassisk,mg,gassisk,mg,mg,mg,ମାଲାଗାସୀ,mg,ਮਾਲਾਗੈਸੀ,Malagásí Lángwej,malgaski,ملغاسي,malgaxe,Malgache Simi,malagassi,mg,malgașă,mg,малагасийский,mg,mg,mg,mg,mg,mg,mg,malgàsciu,ملاگاسي,mg,mg,mg,mg,mg,මලගාසි,malgaština,malgaščina,malagaskielâ,mg,Malagaasi,madagaskarisht,малгашки,mg,malagassiska,Kimalagasi,மலகாஸி,మలగాసి,mg,малагасӣ,มาลากาซี,ማላጋሲ,malagasiý dili,lea fakamalakasi,Malgaşça,малагаси,mg,mg,مالاگاسچە,малагасійська,ملاگاسی,malagasiy,mg,Tiếng Malagasy,mg,Malagási,Malagasi,mg,mg,mg,mg,Malagasì,馬拉加什文,mg,马拉加斯语,isi-Malagasy
mgh,Makhuwa-Meetto,mgh,mgh,ማኩዋ ሜቶ,ماخاوا-ميتو,মাখুৱা-মিট্টো,mgh,makhuwa-meetto,maxuva-meetto,mgh,макуўа-меета,mgh,mgh,макуа мето,mgh,মাখুয়া-মেত্তো,mgh,makhuwa-meetto,mgh,makuva-meto,makhuwa-metto,𑄟𑄈𑄪𑄠-𑄟𑄬𑄖𑄴𑄖𑄮,макуа-меетто,mgh,mgh,ᎹᎫᏩ-ᎻᏙ,ماخوامیتۆ,makhuwa-meetto,Makhuwa-Meetto,makhuwa-meetto,mgh,Makhuwa-Meetto,mgh,mgh,makhuwa-meetto,mgh,mgh,mgh,mgh,mgh,Μακούβα-Μέτο,Makhuwa-Meetto,mgh,makhuwa-meetto,makhuwa-meetto,makhuwa-meettoera,mgh,ماکوا متو,mgh,makua-meetto,Makhuwa-Meetto,makhuwa-meetto,makua,mgh,Makhuwa-Meetto,Meiteo-Macuais,Makhuwa-Meetto,makhuwa-meetto,mgh,માખુવા-મીટ્ટુ,mgh,mgh,Makhuwa-Meetto,mgh,מאקוואה מטו,मैखुवा-मीट्टो,makhuwa-meetto,makhuwa-meetto,makua-metó,մաքուա-մետտո,makhuwa-meetto,Makhuwa-Meetto,Makụwa Metọ,mgh,makhuwa-meetto,makhuwa-meetto,マクア・ミート語,mgh,mgh,Makhuwa-Meeto,მაქუვა-მეეტო,mgh,mgh,mgh,makua,mgh,mgh,макуа-меетто тілі,mgh,mgh,mgh,ម៉ាកគូវ៉ាមីតូ,ಮ್ಯಖುವಾ- ಮೀಟ್ಟೊ,마크후와-메토어,माखुवा-मिट्टो,mgh,mgh,mgh,mgh,mgh,mgh,макуача,mgh,Makhuwa-Meetto,mgh,mgh,mgh,ມາຄູວາ-ມີດໂຕ,ماخوڤا میتو,makua-maeto,mgh,mgh,mgh,makua,mgh,mgh,mgh,mgh,mgh,Makua,mgh,mgh,макува-мито,മാഖുവാ-മീത്തോ,макува-мито,mgh,माखुव्हा-मीट्टो,Makhuwa-Meetto,Makhuwa-Meetto,mgh,မာခူဝါ-မီအီတို,ماخوئا-میتو,mgh,makhuwa-meetto,mgh,माखुवा-मिट्टो,Makhuwa-Meetto,mgh,makhuwa-meetto,mgh,makhuwa-meetto,mgh,mgh,mgh,ମଖୁୱା-ମେଟ୍ଟା,mgh,ਮਖੋਵਾ-ਮਿੱਟੋ,Makúwá-Mító,makua,مکھوامیتو,macua,Makhuwa-Meetto Simi,makhuwa-meetto,mgh,makhuwa-meetto,mgh,макуа-меетто,mgh,mgh,mgh,mgh,mgh,mgh,mgh,makhuwa-meetto,مخووا ميتو,mgh,mgh,mgh,mgh,mgh,මඛුවා-මීටෝ,makua-meetto,makuva-meto,makua-meetto,mgh,Makhuwa,makua-mitoisht,макува-мито,mgh,makhuwa-meetto,Kimakhuwa-Meetto,மகுவா-மீட்டோ,మక్వా-మిట్టో,mgh,mgh,มากัววา-มีทโท,ማክዋ-ሜቶ,makuwa-mito dili,lea fakamakūa-meʻeto,Makhuwa-Meetto,mgh,mgh,mgh,ماكۇۋاچە,макува-меето,ماخاوا-ميتو,maxuva-mitto,mgh,Tiếng Makhuwa-Meetto,mgh,mgh,mgh,mgh,mgh,mgh,mgh,Makhuwa-Meeto,馬夸文,mgh,马库阿语,isi-Makhuwa-Meetto
mgo,Meta’,mgo,mgo,ሜታ,ميتا,মেটা,mgo,meta’,meta’,mgo,мета,mgo,mgo,мета,mgo,মেটা,mgo,metaʼ,mgo,meta,meta’,𑄟𑄬𑄑,мета,mgo,mgo,ᎺᎳ’,مێتە,meta’,Meta,meta,mgo,Meta’,mgo,mgo,meta’,mgo,mgo,mgo,mgo,mgo,Μέτα,Metaʼ,mgo,meta’,meta,metaʼera,mgo,متایی,mgo,meta’,Meta’,metaʼ,metaʼ,mgo,Meta’,Metaʼ,Meta’,meta’,mgo,મેતા,mgo,mgo,Metaʼ,mgo,מטא,मेटा,meta’,meta’,meta’,մետա,metaʼ,Meta’,Meta,mgo,meta’,meta’,メタ語,mgo,mgo,Meta’,მეტა-ენა,mgo,mgo,mgo,mgo,mgo,mgo,мета тілі,mgo,mgo,mgo,មេតា,ಮೆಟಾ,메타어,मेटा,mgo,mgo,mgo,mgo,mgo,mgo,метача,mgo,Meta’,mgo,mgo,mgo,ເມທາ,مئتاٛ,meta,mgo,mgo,mgo,metu,mgo,mgo,mgo,mgo,mgo,mgo,metaʼ,mgo,мета,മേത്താ,мета,mgo,मीटा,Meta’,Metà,mgo,မီတာ,مِتاء,mgo,meta’,mgo,मेटा,Meta’,mgo,meta’,mgo,meta’,mgo,mgo,mgo,ମେଟା,mgo,ਮੇਟਾ,Mẹta’ Lángwej,meta,ميټا,meta’,Metaʼ Simi,meta’,mgo,meta’,mgo,мета,mgo,mgo,mgo,mgo,mgo,mgo,mgo,meta’,ميتا,mgo,mgo,mgo,mgo,mgo,මෙටා,meta’,meta,meta’,mgo,Meetaa,metaisht,мета,mgo,meta’,Kimeta,மேடா,మెటా,mgo,mgo,เมตา,መታ,meta dili,lea fakametā,Meta’,mgo,mgo,mgo,مېتاچە’,мета,میٹا,meta,mgo,Tiếng Meta’,mgo,mgo,mgo,mgo,mgo,mgo,mgo,Métà,美塔文,mgo,梅塔语,isi-Meta’
mi,Maori,mi,mi,ማኦሪኛ,الماورية,মাওৰি,mi,maorí,māori,mi,маары,mi,mi,маорски,mi,মাওরি,mi,maori,माओरी,maorski,maori,𑄟𑄃𑄮𑄢𑄨,маори,mi,mi,ᎹᏫ,مائۆری,maorština,Māori,maori,mi,Māori,mi,mi,maorišćina,mi,mi,མ་ཨོ་རི་ཁ,mi,maorgbe,Μαορί,Māori,maoria,maorí,maoori,maoriera,mi,مائوری,mi,maori,Māori,maori,maori,maori,Maori,Maorais,Māori,maorí,Maori,માઓરી,mi,mi,Maori,Māori,מאורית,माओरी,maorski,maoršćina,maori,մաորի,maori,Maori,Maọrị,mi,maorí,maori,マオリ語,mi,mi,Maori,მაორი,mi,mi,mi,maori,mi,mi,маори тілі,mi,mi,mi,ម៉ោរី,ಮಾವೋರಿ,마오리어,मुरी,ماوری,mi,mi,Ma’ohresch,maorî,mi,маориче,mi,Maori,mi,Maori Iyápi,mi,ມາວຣິ,مائوری,maorių,mi,mi,mi,maoru,mi,mi,mi,mi,mi,mi,mi,te reo Māori,маорски,മവോറി,маори,mi,माओरी,Maori,Maori,mi,မာအိုရီ,مائوری,mi,maori,mi,माओरी,Maori,mi,maori,mi,maori,mi,mi,mi,ମାଓରୀ,mi,ਮਾਉਰੀ,Maórí Lángwej,maoryjski,ماوري,maori,Maori Simi,maori,mi,maori,mi,маори,mi,mi,mi,mi,mi,mi,mi,maori,مائوري,maorigiella,mi,mi,mi,mi,මාවොරි,maorijčina,maorščina,maorikielâ,mi,Maaoori,maorisht,маорски,mi,maori,Kimaori,மௌரி,మావొరీ,mi,маорӣ,เมารี,ማኦሪ,maori dili,lea fakamauli,Maori dili,маори,mi,mi,ماۋرىچە,маорі,ماؤری,maori,mi,Tiếng Māori,mi,Maori,Mawri,mi,mi,mi,מאַאריש,Màórì,毛利文,mi,毛利语,isi-Maori
mk,Masedonies,mk,mk,ማሴዶንኛ,المقدونية,মেচিডোনীয়,mk,macedoniu,makedon,mk,македонская,mk,mk,македонски,mk,ম্যাসিডোনীয়,mk,makedoneg,मैसेडोनियन्,makedonski,macedoni,𑄟𑄳𑄠𑄥𑄨𑄓𑄮𑄚𑄩𑄠𑄧,македонхойн,mk,mk,ᎹᏎᏙᏂᎠᏂ,ماكێدۆنی,makedonština,Macedoneg,makedonsk,mk,Mazedonisch,mk,mk,makedońšćina,mk,mk,མ་སེ་ཌོ་ནི་ཡཱན་ཁ,mk,makedoniagbe,Σλαβομακεδονικά,Macedonian,makedona,macedonio,makedoonia,mazedoniera,mk,مقدونی,mk,makedonia,Macedonian,makedónskt,macédonien,macedon,Macedonysk,Macadóinis,Masadonais,macedonio,Mazedonisch,મેસેડોનિયન,mk,mk,Dan Masedoniya,mk,מקדונית,मकदूनियाई,makedonski,makedonšćina,macedón,մակեդոներեն,macedone,Makedonia,Masedọnịa,mk,makedónska,macedone,マケドニア語,mk,mk,Makedonia,მაკედონური,mk,mk,mk,masedóniu,mk,mk,македон тілі,mk,mk,mk,ម៉ាសេដូនី,ಮೆಸಿಡೋನಿಯನ್,마케도니아어,मसीडोनियन्,میکَڈونیَن,mk,mk,Mazedohnesch,makedonî,mk,македончо,mk,Mazedonesch,mk,Macedonia Iyápi,mk,ແມຊິໂດນຽນ,مأقدوٙنی,makedonų,mk,mk,mk,maķedoniešu,mk,mk,mk,mk,mk,mk,mk,mk,македонски,മാസിഡോണിയൻ,македон,mk,मॅसेडोनियन,Macedonia,Maċedonjan,mk,မက်ဆီဒိုးနီးယား,مقدونی,mk,makedonsk,mk,म्यासेडोनियन,Macedonisch,mk,makedonsk,mk,makedonsk,mk,mk,Afaan Macedooniyaa,ମାସେଡୋନିଆନ୍,мӕчъидон,ਮੈਕਡੋਨੀਆਈ,Masẹdóniá Lángwej,macedoński,مقدوني,macedônio,Macedonio Simi,macedon,mk,macedoneană,mk,македонский,Ikimasedoniya,mk,mk,mk,mk,mk,mk,matzèdone,ميسي ڊونيائي,makedoniagiella,mk,mk,mk,mk,මැසිඩෝනියානු,macedónčina,makedonščina,makedoniakielâ,mk,Masadooniyaan,maqedonisht,македонски,mk,makedonska,Kimacedonia,மாஸிடோனியன்,మాసిడోనియన్,mk,мақдунӣ,มาซิโดเนีย,መቄዶንኛ,makedon dili,lea fakamasitōnia,Makedonca,македон,mk,mk,ماكېدونچە,македонська,مقدونیائی,makedon,mk,Tiếng Macedonia,mk,Mazedoniš,Maseduwaane,mk,mk,mk,מאַקעדאניש,Èdè Macedonia,馬其頓文,mk,马其顿语,isi-Macedonian
ml,Malabaars,ml,ml,ማላያላምኛ,المالايالامية,মালায়ালম,ml,malayalam,malayalam,ml,малаялам,ml,ml,малаялам,ml,মালায়ালাম,ml,malayalam,मलयालम,malajalam,malaiàlam,𑄟𑄣𑄠𑄣𑄟𑄴,малаялам,ml,ml,ᎹᎳᏯᎳᎻ,مالایالام,malajálamština,Malayalam,malayalam,ml,Malayalam,ml,ml,malajamšćina,ml,ml,མ་ལ་ཡ་ལམ་ཁ,ml,malayagbe,Μαλαγιαλαμικά,Malayalam,malajalama,malayálam,malajalami,malabarera,ml,مالایالامی,ml,malajalam,Malayalam,malayalam,malayalam,malayalam,Malayalam,Mailéalaimis,Malayalam,malabar,Malayalam,મલયાલમ,ml,ml,Malayalamci,ml,מליאלאם,मलयालम,malajalamski,malajamšćina,malajálam,մալայալամ,malayalam,Malayalam,Malayalam,ml,malajalam,malayalam,マラヤーラム語,ml,ml,Malayalam,მალაიალამური,ml,ml,ml,malaialam,ml,ml,малаялам тілі,ml,ml,ml,ម៉ាឡាយ៉ាឡាម,ಮಲಯಾಳಂ,말라얄람어,मळियाळम,مٔلیالَم,ml,ml,Mallajalam,malayalamî,ml,малайаламча,ml,Malayalam,ml,Malayalam Iyápi,ml,ມາເລອາລຳ,مالایام,malajalių,ml,ml,ml,malajalu,ml,ml,ml,ml,ml,ml,ml,ml,малајалски,മലയാളം,малаялам,ml,मल्याळम,Malayalam,Malayalam,ml,မလေယာလမ်,مالایالام,ml,malayalam,ml,मलयालम,Malayalam,ml,malayalam,ml,malayalam,ml,ml,Malayaalamiffaa,ମାଲାୟଲମ୍,ml,ਮਲਿਆਲਮ,Maléyálám Lángwej,malajalam,مالايالم,malaiala,Malayalam Simi,malayalam,ml,malayalam,ml,малаялам,Ikimalayalami,ml,ml,ml,ml,ml,ml,malayalam,مليالم,ml,ml,ml,ml,ml,මලයාලම්,malajálamčina,malajalamščina,malajam,ml,Malayalam,malajalamisht,малајалам,ml,malayalam,Kimalayalamu,மலையாளம்,మలయాళం,ml,малаяламӣ,มาลายาลัม,ማላያላም,malaýalam dili,lea fakaʻinitia-malāialami,Malayalam dili,малаялам,ml,ml,مالايالامچە,малаялам,مالایالم,malayalam,ml,Tiếng Malayalam,ml,Malayalam,Malayalam,ml,ml,ml,מאַלאַיאַלאַם,Málàyálámù,馬來亞拉姆文,ml,马拉雅拉姆语,isi-Malayalam
mn,Mongools,mn,mn,ሞንጎሊያኛ,المنغولية,মংগোলীয়,mn,mongol,monqol,mn,мангольская,mn,mn,монголски,mn,মঙ্গোলিয়,mn,mongoleg,मोंगोलियन,mongolski,mongol,𑄟𑄧𑄁𑄉𑄮𑄣𑄨𑄠𑄧,монголийн,mn,mn,ᎹᏂᎪᎵᎠᏂ,مەنگۆلی,mongolština,Mongoleg,mongolsk,mn,Mongolisch,mn,mn,mongolšćina,mn,mn,mn,mn,mongoliagbe,Μογγολικά,Mongolian,mongola,mongol,mongoli,mongoliera,mn,مغولی,mn,mongoli,Mongolian,mongolskt,mongol,mongul,Mongools,Mongóilis,Mongolais,mongol,Mongolisch,મોંગોલિયન,mn,mn,Mongoliyanci,mn,מונגולית,मंगोलियाई,mongolski,mongolšćina,mongol,մոնղոլերեն,mongol,Mongolia,Mọngolịan,mn,mongólska,mongolo,モンゴル語,mn,mn,Mongolia,მონღოლური,mn,mn,mn,mn,mn,mn,моңғол тілі,mn,mn,mn,ម៉ុងហ្គោលី,ಮಂಗೋಲಿಯನ್,몽골어,मंगोलियन,مَنگولی,mn,mn,Mongjohlesch,mongolî,mn,монголчо,mn,Mongolesch,mn,mn,mn,ມອງໂກເລຍ,موغولی,mongolų,mn,mn,mn,mongoļu,mn,mn,mn,mn,mn,mn,mn,mn,монголски,മംഗോളിയൻ,монгол,mn,मंगोलियन,Mongolia,Mongoljan,mn,မွန်ဂိုလီးယား,مغولی,mn,mongolsk,mn,मङ्गोलियाली,Mongools,mn,mongolsk,mn,mongolsk,mn,mn,mn,ମଙ୍ଗୋଳିୟ,mn,ਮੰਗੋਲੀ,Mọngóliá Lángwej,mongolski,منګولیایی,mongol,Mongol Simi,mongolic,mn,mongolă,mn,монгольский,Ikimongoli,mn,mn,Моҕуоллуу,mn,mn,mn,mòngolu,منگولي,mongoliagiella,mn,mn,mn,mn,මොංගෝලියානු,mongolčina,mongolščina,mongoliakielâ,mn,Mangooli,mongolisht,монголски,mn,mongoliska,Kimongolia,மங்கோலியன்,మంగోలియన్,mn,муғулӣ,มองโกเลีย,ሞንጎልኛ,mongol dili,lea fakamongokōlia,Moğolca,монгол,mn,mn,موڭغۇلچە,монгольська,منگولین,mongol,mn,Tiếng Mông Cổ,mn,Mongoliš,Mongoliye,mn,mn,mn,מאנגאליש,Mòngólíà,蒙古文,mn,蒙古语,isi-Mongolian
mni,Manipuri,mni,mni,ማኒፑሪ,المانيبورية,মণিপুৰী,mni,manipuri,manipüri,mni,мейтэй,mni,mni,манипурски,mni,মণিপুরী,mni,manipuri,मणीपुरी,manipuri,manipurí,𑄟𑄚𑄨𑄛𑄪𑄢𑄩,манипурийн,mni,mni,ᎺᏂᏉᎵ,مانیپووری,manipurština,Manipwri,manipuri,mni,Meithei,mni,mni,manipuršćina,mni,mni,mni,mni,mni,Μανιπούρι,Manipuri,mni,manipuri,manipuri,manipurera,mni,مانیپوری,mni,manipuri,Manipuri,manupuri,manipuri,mni,Manipoeri,Manapúiris,Manipuri,manipuri,Meithei-Schpraach,મણિપુરી,mni,mni,Manipuri,mni,מניפורית,मणिपुरी,manipurski,manipuršćina,manipuri,մանիպուրի,manipuri,Manipuri,Manịpụrị,mni,manípúrí,manipuri,マニプリ語,mni,mni,Manipuri,მანიპური,mni,mni,mni,mni,mni,mni,манипури тілі,mni,mni,mni,ម៉ានីពូរី,ಮಣಿಪುರಿ,마니푸리어,मणिपुरी,مَنیپوٗری,mni,mni,Meitei-Manipuhresch,mni,mni,манипуриче,mni,Meithei-Sprooch,mni,Namipuri Iyápi,mni,ມານີພູຣິ,mni,manipurių,mni,mni,mni,manipūru,mni,mni,mni,mni,mni,mni,mni,mni,манипурски,മണിപ്പൂരി,манипури,মৈতৈলোন্,मणिपुरी,Manipuri,Manipuri,mni,မနိပူရ,mni,mni,manipuri,mni,मनिपुरी,Meitei,mni,manipuri,mni,manipuri,mni,mni,mni,ମଣିପୁରୀ,mni,ਮਨੀਪੁਰੀ,Manípuri,manipuri,مانی پوری,manipuri,Manipuri Simi,manipuri,mni,manipuri,mni,манипурский,mni,mni,mni,mni,mni,mni,mni,manipuri,ماني پوري,mni,mni,mni,mni,mni,මනිපුරි,manípurčina,manipurščina,manipuri,mni,Maniburi,manipurisht,манипурски,mni,manipuri,Kimanipuri,மணிப்புரி,మణిపురి,mni,манипурӣ,มณีปุระ,ማኒፑሪ,manipuri dili,lea fakamanipuli,Manipuri dili,манипури,mni,mni,مانىپۇرچە,маніпурі,منی پوری,manipur,mni,Tiếng Manipuri,mni,mni,Manipuri,mni,mni,mni,mni,mni,曼尼普裡文,mni,曼尼普尔语,isi-Manipuri
mr,Marathi,mr,mr,ማራቲኛ,الماراثية,মাৰাঠী,mr,marathi,marathi,mr,маратхі,mr,mr,марати,mr,মারাঠি,mr,marathi,मराठी,marati,marathi,𑄟𑄢𑄒𑄨,маратхи,mr,mr,ᎹᎳᏘ,ماراتی,maráthština,Marathi,marathisk,mr,Marathi,mr,mr,maratišćina,mr,mr,མ་ར་ཐི་ཁ,mr,marathiagbe,Μαραθικά,Marathi,marata,maratí,marathi,marathera,mr,مراتی,mr,marathi,Marathi,marathi,marathi,marathi,Marathi,Maraitis,Marathi,marathi,Marathi,મરાઠી,mr,mr,Maratinci,mr,מראטהי,मराठी,marathski,maratišćina,maráthi,մարաթի,marathi,Marathi,Maratị,mr,maratí,marathi,マラーティー語,mr,mr,Marathi,მარათჰი,mr,mr,mr,marati,mr,mr,маратхи тілі,mr,mr,mr,ម៉ារ៉ាធី,ಮರಾಠಿ,마라티어,मराठी,مَرٲٹھۍ,mr,mr,Marrahtesch,maratî,mr,маратиче,mr,Marathi,mr,Marathi Iyápi,mr,ມາຣາທີ,مأراتی,maratų,mr,mr,mr,marathu,mr,mr,mr,mr,mr,mr,mr,mr,марати,മറാത്തി,марати,mr,मराठी,Marathi,Marathi,mr,မာရသီ,ماراتی,mr,marathi,mr,मराठी,Marathi,mr,marathi,mr,marathi,mr,mr,Afaan Maratii,ମରାଠୀ,mr,ਮਰਾਠੀ,Marátí Lángwej,marathi,مراټهي,marati,Marathi Simi,marathi,mr,marathi,mr,маратхи,Ikimarati,mr,mr,mr,mr,mr,mr,marathi,مراٺي,mr,mr,mr,mr,mr,මරාති,maráthčina,maratščina,marathikielâ,mr,Maarati,maratisht,марати,mr,marathi,Kimarathi,மராத்தி,మరాఠీ,mr,маратҳӣ,มราฐี,ማራቲ,marathi dili,lea fakamalati,Marathi dili,маратхи,mr,mr,ماراتىچە,маратхі,مراٹهی,maratxi,mr,Tiếng Marathi,mr,Marathi,Marati,mr,mr,mr,mr,Èdè marathi,馬拉地文,mr,马拉地语,isi-Marathi
